movieId,title,url,img_url,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed)
46,How to Make an American Quilt (1995),https://www.themoviedb.org/movie/11861.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vwYRaERccwXWCYrTzeWRZRarJOo.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Seven (a.k.a. Se7en) (1995),https://www.themoviedb.org/movie/807.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,Pocahontas (1995),https://www.themoviedb.org/movie/10530.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49,When Night Is Falling (1995),https://www.themoviedb.org/movie/8391.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Usual Suspects, The (1995)",https://www.themoviedb.org/movie/629.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
52,Mighty Aphrodite (1995),https://www.themoviedb.org/movie/11448.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Lamerica (1994),https://www.themoviedb.org/movie/49133.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)",https://www.themoviedb.org/movie/26441.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),https://www.themoviedb.org/movie/97406.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),https://www.themoviedb.org/movie/9089.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/a8MslR6deQQVe8JR542XDSwHiPB.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Postman, The (Postino, Il) (1994)",https://www.themoviedb.org/movie/11010.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Indian in the Cupboard, The (1995)",https://www.themoviedb.org/movie/11359.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),https://www.themoviedb.org/movie/17182.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
62,Mr. Holland's Opus (1995),https://www.themoviedb.org/movie/2054.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),https://www.themoviedb.org/movie/10607.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),https://www.themoviedb.org/movie/19760.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Bio-Dome (1996),https://www.themoviedb.org/movie/9536.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2: Beyond Cyberspace (1996),https://www.themoviedb.org/movie/11525.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
68,French Twist (Gazon maudit) (1995),https://www.themoviedb.org/movie/4482.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Friday (1995),https://www.themoviedb.org/movie/10634.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eJ9OvnSuFT3ogYC0YF90j4LxyG7.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),https://www.themoviedb.org/movie/755.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
71,Fair Game (1995),https://www.themoviedb.org/movie/11859.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),https://www.themoviedb.org/movie/28387.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/186brkmaBmopqcM0dPs71tj9BfM.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Misérables, Les (1995)",https://www.themoviedb.org/movie/48750.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
74,Bed of Roses (1996),https://www.themoviedb.org/movie/20927.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Big Bully (1996),https://www.themoviedb.org/movie/36929.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Screamers (1995),https://www.themoviedb.org/movie/9102.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
77,Nico Icon (1995),https://www.themoviedb.org/movie/124626.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4qO219U8z1XeHLni800jCsbpSs0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,"Crossing Guard, The (1995)",https://www.themoviedb.org/movie/27526.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
79,"Juror, The (1996)",https://www.themoviedb.org/movie/9623.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80,"White Balloon, The (Badkonake sefid) (1995)",https://www.themoviedb.org/movie/46785.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver When You're Dead (1995),https://www.themoviedb.org/movie/400.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oPp6Gbrasox66WyMvPS0k8OakQf.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
82,Antonia's Line (Antonia) (1995),https://www.themoviedb.org/movie/880.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),https://www.themoviedb.org/movie/146599.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/45xucuNlia6vEPWYrYu2QlnwgpO.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),https://www.themoviedb.org/movie/8447.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,White Squall (1996),https://www.themoviedb.org/movie/10534.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/muhTVa52IufjTaqNseXFQUAEuyG.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),https://www.themoviedb.org/movie/17414.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4u4X8uNfKWNQavtef53JBtyYeRJ.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),https://www.themoviedb.org/movie/13997.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),https://www.themoviedb.org/movie/2086.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
92,Mary Reilly (1996),https://www.themoviedb.org/movie/9095.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
93,Vampire in Brooklyn (1995),https://www.themoviedb.org/movie/12158.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,Beautiful Girls (1996),https://www.themoviedb.org/movie/9283.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Broken Arrow (1996),https://www.themoviedb.org/movie/9208.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
96,In the Bleak Midwinter (1995),https://www.themoviedb.org/movie/40154.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)",https://www.themoviedb.org/movie/406.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rZn7CHS4lWRMZFqYyFxRCy8VuCD.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,Heidi Fleiss: Hollywood Madam (1995),https://www.themoviedb.org/movie/63076.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,City Hall (1996),https://www.themoviedb.org/movie/11062.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
101,Bottle Rocket (1996),https://www.themoviedb.org/movie/13685.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,Mr. Wrong (1996),https://www.themoviedb.org/movie/47475.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),https://www.themoviedb.org/movie/2045.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
104,Happy Gilmore (1996),https://www.themoviedb.org/movie/9614.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)",https://www.themoviedb.org/movie/688.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),https://www.themoviedb.org/movie/11907.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),https://www.themoviedb.org/movie/10874.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,Catwalk (1996),https://www.themoviedb.org/movie/89333.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,Braveheart (1995),https://www.themoviedb.org/movie/197.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/or1gBugydmjToAEq7OZY0owwFk.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
111,Taxi Driver (1976),https://www.themoviedb.org/movie/103.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
112,Rumble in the Bronx (Hont faan kui) (1995),https://www.themoviedb.org/movie/33542.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113,Before and After (1996),https://www.themoviedb.org/movie/43566.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
116,Anne Frank Remembered (1995),https://www.themoviedb.org/movie/51352.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
